1,3.1
2,2.1
3,0.9
4,1.1
5,1.1
6,1.2
7,4.5
8,1.2
9,1.0
10,1.1
11,1.1
12,1.3
13,5.0
14,1.4
15,6.5
16,6.9
17,11.4
18,6.4
19,9.9
20,3.1
21,4.8
22,8.5
23,2.3
24,9.2
25,6.1
26,6.4
27,25.4
28,8.3
29,8.5
30,7.8
31,10.0
32,6.5
33,8.9
34,10.2
35,9.5
36,28.5
37,5.5
38,4.8
39,7.2
40,14.4
41,15.7
42,7.0
43,9.8
44,10.2
45,6.9
46,7.2
47,9.3
48,7.4
49,25.5
