1,1.1
2,2.6
3,1.1
4,2.3
5,1.8
6,2.0
7,2.0
8,3.2
9,8.0
10,4.5
11,2.9
12,3.4
13,3.8
14,4.7
15,4.6
16,6.9
17,5.8
18,3.7
19,5.7
20,3.7
21,5.4
22,4.6
23,9.1
24,4.4
25,4.6
26,5.0
27,5.5
28,5.3
29,9.4
30,11.0
31,6.3
32,5.7
33,8.8
34,6.1
35,5.8
36,9.3
37,10.2
38,8.2
39,10.5
40,7.6
41,7.9
42,9.5
43,11.1
44,13.5
45,7.9
46,8.5
47,11.1
48,11.1
49,13.6
