1,4.8
2,2.0
3,0.9
4,1.2
5,1.1
6,1.3
7,1.1
8,1.3
9,1.4
10,1.4
11,1.3
12,1.6
13,1.6
14,1.8
15,1.7
16,1.9
17,2.2
18,1.9
19,2.0
20,1.6
21,1.9
22,4.4
23,1.1
24,1.0
25,1.1
26,1.0
27,1.2
28,1.0
29,1.4
30,1.1
31,1.2
32,1.2
33,3.1
34,3.2
35,2.7
36,2.8
37,2.8
38,1.3
39,2.8
40,1.3
41,1.3
42,1.6
43,1.3
44,3.3
45,2.4
46,2.0
47,2.0
48,1.8
49,2.1
